animal,pagina,tipo_texto,texto
Grulla coronada cuellinegra,899,mating,"Estas grullas son monógamas y forman un vínculo con su pareja de por vida. Durante la época de apareamiento, las aves realizan hermosas exhibiciones de cortejo con llamadas acompañantes, que comienzan con reverencias mutuas repetidas. Después extienden las alas para saltar, correr y elevarse en el aire, con las patas colgando. Puede que se acicalen mutuamente. La época de cría dura de julio a octubre, en función de las lluvias. La hembra pone 2-3 huevos. Los padres se turnan para incubar los huevos durante unos 28-31 días, siendo el turno de la hembra principalmente durante la noche, mientras que ambos padres tienen turnos durante el día. Poco después de la eclosión los pollos van con sus padres a alimentarse cerca. Son capaces de volar entre 60 y 100 días después."
Rascón de virginia,901,habbit,"El Rascón de virginia es un ave reservada; fuera de la época de cría, prefiere pasar el tiempo en solitario. Se desplazan caminando, corriendo y saltando sobre esteras flotantes de vegetación. Suelen correr para escapar de Depredadores, en lugar de volar. Cuando vuelan, suele tratarse de distancias cortas o para migrar. Estas aves también pueden nadar y bucear utilizando sus alas para impulsarse. Los Rascones de virginia son más activos al amanecer y al atardecer, cuando buscan comida. Caminan por aguas poco profundas tanteando con el pico en el barro o entre la vegetación flotante y también recogen comida con la vista. Los Rascón de virginia se comunican con una serie de reclamos, entre ellos un áspero ""kuk kuk kuk"", que suele oírse de noche. También emiten gruñidos y, en primavera, suelen hacer llamadas 'tick-it o kid-ick'."
Rascón de virginia,901,appearance,"El Rascón de virginia es una pequeña ave acuática que habita en el continente americano. Estas aves siguen siendo bastante comunes a pesar de la continua pérdida de hábitat, pero son sigilosas por naturaleza y es más frecuente oírlas que verlas. También se consideran una especie cinegética en algunas provincias y estados, aunque rara vez se cazan."
Rascón de virginia,901,mating,"Los Rascón de virginia son monógamos en serie; forman parejas que se rompen cuando las crías se independizan. El cortejo suele comenzar hacia mayo. El macho levanta las alas y corre de un lado a otro junto a la hembra. Ambos sexos se inclinan y el macho alimenta a la hembra. Antes del apareamiento, el macho se acerca a la hembra mientras gruñe. Ambos padres construyen el nido y cuidan de las crías, mientras que sólo el macho defiende el territorio. Estas aves anidan cerca de la base de la vegetación emergente en zonas con vegetación que crea un dosel sobre el nido. El nido se construye cuando se pone el primer huevo y consiste en una cesta de vegetación tejida. Se fabrica con plantas como espadañas, juncos y gramíneas. Estas aves también construyen nidos ficticios alrededor de la marisma. La hembra pone una nidada de 4 a 13 huevos de color blanco o beige con escasas manchas grises o marrones. Son incubados por ambos progenitores durante un periodo de 20 a 22 días, en el que los padres siguen añadiendo material de nidificación para ocultar el nido. Cuando los huevos eclosionan, los padres alimentan a sus crías durante 2 ó 3 semanas. Transcurrido este tiempo, los pollos se independizan y son capaces de volar en torno a los 25 días de edad."
Urraca de formosa,903,habbit,"Al igual que otros miembros de la familia corvidae (cuervos, arrendajos y urracas), a la urraca de Formosa se le considera como un animal inteligente. La urraca de Formosa no tiene miedo a las personas. Se pueden encontrar rastros suyos en zonas cercanas a asentamientos humanos en montaña o campos recién cultivados. Con el tiempo han ido acostumbrándose a la actividad humana, por ejemplo, las urracas azules taiwanesas aparecen cerca de la ladera de la montaña en la ciudad de Taipéi. Son gregarias y generalmente se encuentran en grupos de seis o más ejemplares, planeando y saltando entre los árboles. Ellas suelen ser tímidas y cautelosas. Cuando vuelan en grupo, suelen ir en fila, una detrás de otra.  Su formación se le conoce como ""formación de cola larga"", donde cada pájaro sigue al anterior en fila.  Como otros miembros de la familia de los cuervos, emiten una llamada estridente, descrita como una carcajada (kiak-kiak-kiak-kiak)."
Urraca de formosa,903,appearance,"La urraca azul de Formosa es aproximadamente del tamaño de la urraca común, pero con una cola más larga. En comparación de la urraca azúl es un poco más grande pero posee una cola más corta. Mide alrededor de 63 a 68 centímetros de longitud. Las alas miden de 18 a 21 centímetros y la cola alrededor 40 centímetros de largo. Pese entre 250-260 gramos. Macho y la hembra son similares en apariencia. La cabeza, el cuello y el pecho son de color negro, los ojos son amarillos, el pico y las patas son rojas, y el resto del plumaje es de un rico color azul oscuro a púrpura. También tiene marcas blancas en las alas y la cola, y dos plumas muy largas de punta blanca sobresalen de esta. La urracas jóvenes, a diferencia de las adultas, presentan tonalidades más grisáceas en las zonas negras y azules, las patas rosáceas y el iris marrón.  "
Urraca de formosa,903,mating,"La temporada de reproducción es de marzo a julio. La Urocissa caerulea es monógama. Las hembras incuban los huevos, mientras que los machos ayudan a construir el nido y a alimentar a las crías. Sus nidos se suelen encontrar en el bosque y se construyen en ramas altas (entre los 300 a 1200 metros) entre marzo y abril. El nido tiene forma de cuenco y está hecho de ramitas y hierba. Suele haber de 3 a 8 huevos en cada pollada y suelen hacer dos al año. Los huevos son de color verde oliva con puntos marrón oscuro. El nacimiento tarda de 17 a 19 días y el porcentaje de éxito es del 78,3%, esto es, de 3 a 7 pollos por nido. Tras su nacimiento, las crias están en el nido entre 21 a 24 días, pero solo realizan cortos vuelos alrededor de este. Las urracas de Formosa tienen un comportamiento defensivo del nido, y atacan a los intrusos sin piedad hasta que éstos se retiran. Socialmente la urraca de Formosa forma bandadas con sus familiares, compuestos mayoritariamente de los más jóvenes, y de esa manera defienden, alimentan y crían a los polluelos juntos."
Pato azul,905,habbit,"Los patos azules se alimentan mientras nadan, sumergiendo la cabeza y el cuello bajo la superficie del agua. También bucean bien y se zambullen, remontando, picoteando en las aguas poco profundas y cogiendo insectos de las rocas. Esta ave puede detectar a sus presas con la vista, debido a su amplio campo de visión binocular, y también puede ver directamente hacia delante. Busca alimento a primera hora de la mañana y a última hora de la tarde, a veces de noche. Esta especie se ve comúnmente en parejas, permaneciendo en la misma sección del Río y de la orilla durante todo el año y a menudo de por vida. Son aves muy Terrestres y suelen ahuyentar a todos los intrusos de su zona. Su plumaje azul grisáceo se mimetiza bien con el entorno y sólo es visible su pálido pico cuando mueve la cabeza. Cuando se le molesta, Dives en la corriente rápida y nada rápidamente lejos o se aplana en las rocas y espera, en busca de un intruso o Depredador. El macho emite silbidos agudos como reclamos publicitarios y cuando defiende el territorio. Con los intrusos, se oye un breve ""whi"" o ""whio"", y la hembra emite gruñidos guturales y ásperos cuando se la molesta o amenaza."
Pato azul,905,appearance,"El Pato azul es originario de Nueva Zelanda, donde su nombre maorí es ""whio"". Es el único miembro de la Familia Hymenolaimus. Habita en arroyos interiores de corriente rápida y anida en las orillas, donde la depredación es una amenaza. Es un potente nadador y, en general, reacio a volar. El Pato azul tiene un plumaje gris azulado oscuro y marcas castañas en el pecho. Esta especie es rara y está catalogada en peligro de extinción."
Pato azul,905,mating,"Esta especie es monógama. Se cree que permanecen en pareja de por vida y que defienden el mismo territorio durante el periodo de nidificación. Las parejas defenderán pequeños territorios de un tamaño de 0,7 a 1 km junto a un Río. Estas aves anidan en solitario y, una vez finalizada la época de cría, permanecen en grupos familiares. De agosto a diciembre es la época de cría. Las aves anidan cerca del agua, bajo rocas salientes, en las orillas bajo una vegetación espesa, en un tronco hueco, una grieta en la roca o una pequeña cueva, a no más de 30 m del agua, donde existe la amenaza de las inundaciones primaverales. Se ponen de 4 a 7 huevos de color blanco cremoso, incubados por la hembra durante 33-35 días mientras su pareja permanece en las proximidades. Poco después de la eclosión, las crías saben nadar y bucear. Permanecen con su grupo familiar dentro del territorio durante 70-80 días, atendidos por ambos progenitores. Los adultos mudan mientras sus crías no pueden volar. La mayoría de las hembras se aparean cuando tienen un año, pero los machos no se reproducen hasta los dos años."
Zarapito americano,907,habbit,"Los Zarapitos americanos son aves solitarias y diurnas. Durante la época de cría se les ve a menudo buscando comida en parejas, en grupos o en solitario. Alrededor del nido, sin embargo, son muy territoriales y mostrarán una serie de exhibiciones de amenaza. Para volar, estas aves saltan al aire para despegar y luego alternan el aleteo con el Planeador. El reclamo que emiten es un fuerte ""curlee"". Son aves sociales cuando Migratorio y una bandada volará en una formación en forma de ""V"" como hacen los gansos."
Zarapito americano,907,appearance,"Este correlimos con un pico increíblemente largo es el ave costera más grande de Estados Unidos; pero normalmente se le ve a cierta distancia de la orilla. Esta ave tiene que arreglárselas con su pico curvado hacia abajo de 20 cm cuando se alimenta, bebe, se acicala, se rasca y vuela. Es fascinante observar al zarapito mientras camina rápidamente alimentándose, mostrando una destreza asombrosa mientras manipula su largo pico. Por desgracia, esta especie está en peligro de extinción debido a la pérdida de hábitats de cría en las praderas."
