animal,pagina,tipo_texto,texto
Mono carablanca,1114,habbit,"Los Monos carablanca forman unidades sociales de 18 - 20 animales, compuestas por varios individuos de ambos sexos. Los individuos jóvenes aprenden habilidades importantes observando el comportamiento y los hábitos de los adultos. Al alcanzar la madurez, alrededor de los 4 años, los machos jóvenes se dispersan para unirse a otro grupo. Las hembras, por Otro lado, tienden a vivir con su grupo natal durante toda su vida. Estos animales llevan un Estilo de vida diurno, siendo activos de día y durmiendo de noche. Los individuos, tanto en cautividad como en estado Silvestre, muestran un comportamiento muy activo y juguetón. Debido a su naturaleza curiosa, la actividad favorita de estos animales es desmontar cosas. Todos los miembros de una comunidad participan en el juego social. Los juveniles suelen pasar la mayor parte del tiempo jugando y luchando."
Mono carablanca,1114,appearance,"Son animales de tamaño medio con un peso que oscila entre 1,5 y 4 kg, con una longitud promedio para los adultos entre 33,5 y 45,3 cm (sin incluir la cola), siendo el rededor de un 27 % más grande. De cola prensil, negra y algunas veces ventralmente de color castaño y una longitud que puede llegar hasta los 55,1 cm. Miembros anteriores y posteriores de color negruzco. Cabeza, cuello, garganta y hombros color blanco-amarillento. La cara es rosada, con pelos blancos dispersos. Un área negra en forma de V en la coronilla es característica de este mono. Su pelaje es más corto y oscuro en la espalda que en otras partes del cuerpo. El cerebro pesa alrededor de 79,2 g, el cual es más grande que varias especies de monos grandes."
Mono carablanca,1114,mating,"El C. capucinus usa un sistema de apareamiento polígamo, lo que significa que un macho puede aparearse con múltiples hembras. Aunque el macho alfa no monopoliza la reproducción totalmente, hay estudios que muestran como el macho domínate engendra la mayoría de crías del grupo. Algunas veces la hembra puede copular con varios machos, sin embargo, el macho dominante tiende a copular más comúnmente cuando la hembra esta en el pico de fertilidad."
Mus minutoides,1115,habbit,"Los ratones pigmeos africanos son roedores sociales. Viven en colonias o en parejas en la hierba cerca del agua y son excelentes trepadores. A pesar de su tamaño, pueden saltar hasta 50 cm. Los ratones pigmeos africanos son de actividad nocturna y pasan las horas del día en sus madrigueras. Uno de sus comportamientos interesantes y únicos es que apilan guijarros delante de su madriguera. Durante la noche, los guijarros acumulan rocío y por la mañana, los ratones pigmeos beben el rocío de los guijarros y después se retiran a sus madrigueras."
Mus minutoides,1115,appearance,"Los ratones pigmeos africanos son de color gris a rojo ladrillo en general, con un tono pálido en la parte inferior. Tienen orejas triangulares pequeñas pero prominentes. Los adultos miden entre 30 y 80 mm (1,2 y 3,1 pulgadas) de largo, con una cola de 15 a 40 mm (0,59 a 1,57 pulgadas) y pesan de 2 a 12 g (0,071 a 0,423 onzas)."
Mus minutoides,1115,mating,Las hembras del ratón pigmeo africano dan a luz a sus crías en nidos que construyen dentro de sus madrigueras. Suelen forrarlos con materiales blandos para el nido que ayudan a absorber la humedad y a mantener calientes a las crías. El periodo de gestación dura unos 20-21 días y la camada de unas 3 crías nace ciega y sin pelo. Sus ojos se abren a las 2 semanas y el destete se completa a las 4 semanas. Los ratones pigmeos africanos jóvenes alcanzan la madurez reproductiva entre las 6 y las 8 semanas de edad.
Cercopiteco mona,1116,habbit,"Los Cercopitecos mona son muy sociales y viven en grupos de unos doce individuos. Suele haber un macho maduro, pero en grupos más grandes puede haber varios machos adultos. Los Cercopitecos mona son diurnos. Suelen estar activos durante las primeras horas de la mañana o las últimas de la tarde. Los Cercopitecos mona buscan comida en lo alto de las copas de los árboles y a menudo la llevan en bolsas en las mejillas. Cuando se desplazan rápidamente a través de los árboles pueden viajar en grupos. Se desplazan por los árboles saltando de una rama a otra. Aterrizan fácilmente sobre las cuatro extremidades en posición vertical. A veces pueden errar su aterrizaje y caer al suelo o al agua. Esto no les hace mucho daño y se limitan a trepar al árbol más cercano para unirse de nuevo al grupo. Cuando se ven amenazados, los Cercopitecos mona suelen quedarse inmóviles hasta que pasa el peligro. Son especies vocales con un chirrido áspero y los machos producen una llamada de alarma ""ooer""."
Cercopiteco mona,1116,appearance,"Los Cercopitecos mona pertenecen a la Familia de los monos del Viejo Mundo. Estos monos tienen el pelaje marrón agutí con la grupa blanca. Tienen una corona marrón en la cabeza, una ancha banda blanquecina en las cejas, una máscara gris de piel desnuda y un pelaje tupido y pálido en las mejillas. Las partes superiores del cuerpo y los lados exteriores de las extremidades son de color marrón intenso, mientras que las partes inferiores y el interior de las extremidades son de color blanco cremoso."
Cercopiteco mona,1116,mating,"Se sabe poco sobre el sistema de apareamiento de los Cercopitecos mona. Sin embargo, se sugiere que son polígamos ya que viven en grupos mayoritariamente de hembras con muy pocos machos. Las hembras dan a luz cada dos años a una sola cría. El periodo de gestación dura unos 5-6 meses. La madre amamanta y cuida a su cría alrededor de un año. Los jóvenes Cercopitecos mona alcanzan la madurez reproductiva en torno a los 2-5 años de edad."
Tamarino león de cabeza dorada,1117,habbit,"El Tamarino león de cabeza dorada vive en grupos de entre 2 y 11 individuos, con un tamaño medio que oscila entre 4 y 7. Según diversas fuentes, el grupo puede estar formado por dos machos adultos, una hembra adulta y cualquier individuo inmaduro, un macho y una hembra y cualquier individuo inmaduro. También puede haber una pareja productora y un número variable de otros miembros del grupo, normalmente crías de generaciones anteriores. Estos tamarinos son diurnos y pasan gran parte de su tiempo buscando comida y viajando dentro de su área de distribución hasta el siguiente lugar de forrajeo. Prefieren vivir a alturas de entre 3 y 10 metros y ni siquiera bajan a dormir por la noche. Duermen en agujeros de árboles o en lianas. Para comunicarse entre sí, los Tamarinos león de cabeza dorada utilizan distintas vocalizaciones. Utilizan trinos mientras permanecen solos y cloqueos durante la búsqueda de alimento. Suelen utilizar llamadas largas cuando los tamarinos vigilan el territorio."
Tamarino león de cabeza dorada,1117,appearance,"La longitud de su cuerpo (incluida la cabeza) es de alrededor de 30 cm. Su cola mide un poco más, entre 30 y 40 cm. Pesa entre 480 y 700 g. Su pelaje es largo en todo el cuerpo: en la cabeza, la parte superior de la cola y los brazos es de color dorado. El resto del pelaje es negro."
Tamarino león de cabeza dorada,1117,mating,"No se sabe mucho sobre el sistema de apareamiento del Tamarino león de cabeza dorada. Sin embargo, según distintas fuentes y la información sobre los posibles grupos sociales, puede suponerse que algunos practican sistemas de apareamiento monógamos (una pareja para toda la vida) y otros poliándricos (una hembra se aparea con más de un macho). La época de cría se produce normalmente durante la estación cálida y húmeda, de septiembre a marzo. El periodo de gestación dura alrededor de 125-132 días. Las hembras suelen parir gemelos una vez al año. Tanto los machos como las hembras invierten energía en el cuidado de las crías, y todos los miembros del grupo ayudan también en el cuidado de los jóvenes. Los machos de esta especie alcanzan la madurez reproductiva en torno a los 24 meses de edad, y las hembras a los 18 meses."
Puercoespín arborícola,1118,habbit,"Es de hábitos nocturnos, vive en las ramas de los árboles de las que casi nunca baja, solitario o en pareja. De día duerme entre los árboles huecos. Prefiere los niveles altos y medios de los bosque con lianas. No salta, y para cruzar un espacio entre dos árboles, debe descender hasta el suelo. Se alimenta de hojas, frutos y ramas verdes y pequeñas. La gestación dura 203 días, después de lo cual nace generalmente una sola cría cubierta de pelos rojos y pequeñas espinas que se endurecen inmediatamente después del parto. El destete ocurre hacia las 10 semanas. La hembra alcanza la madurez sexual a los 19 meses. No es agresivo pero se defiende con fuerza si es molestado o atacado."
Puercoespín arborícola,1118,appearance,"La longitud de su cuerpo llega hasta 55 cm de longitud, la de su cola es de 33 a 48 cm y su peso llega hasta 4 kg. La parte dorsal está cubierta de espinas o púas fuertes y juntas. Muchas de ellas son tricolor con bandas casi de igual ancho, blanco y amarillo pálido en la base y en la punta, negras o castaño oscuro en el centro. Las espinas de la cabeza, patas y cola son cortas, las de la espalda son largas y gruesas. La cabeza es redonda; la nariz y los labios, grandes, bulbosos, suaves y rosados; las orejas son pequeñas. Las vibrisas son muy largas, llegando hasta los hombros. La cola carece de espinas y es fuerte y prensil, con la parte superior adaptada para agarrarse a las ramas. Los pies poseen almohadillas anchas expandidas en oposición a cuatro garras, fuertes y dobladas hacia adentro."
Puercoespín arborícola,1118,mating,"Los puercoespines de cola prensil son monógamos. Los machos rocían a las hembras y a las crías para marcarlas durante el cortejo y de nuevo cuando nacen las crías y posiblemente sigan marcando tanto a las crías como a su madre. A veces se ven machos y hembras juntos, pero aparentemente buscan comida y duermen por separado. No tienen una estación de cría designada, por lo que pueden criar durante todo el año. El periodo de gestación es de unos 200 días y, por lo general, nace una sola cría muy desarrollada. El destete tiene lugar a las 10 semanas y en un año la cría alcanza el tamaño adulto. Las hembras alcanzan la madurez reproductiva a los 19 meses. Poco después de dar a luz, las hembras vuelven a aparearse."
